idx,회사명,주당액면가액(원)당기,주당액면가액(원)전기,주당액면가액(원)전전기,(연결)당기순이익(백만원)당기,(연결)당기순이익(백만원)전기,(연결)당기순이익(백만원)전전기,(별도)당기순이익(백만원)당기,(별도)당기순이익(백만원)전기,(별도)당기순이익(백만원)전전기,주식 유형1,유형1 예측,유형1 당기,유형1 전기,유형1 전전기,주식 유형2,유형2 예측,유형2 당기,유형2 전기,유형2 전전기,주식 유형3,유형3 예측,유형3 당기,유형3 전기,유형3 전전기
995,해태제과식품,500,500,500,-34682,2441,7463,-36583,4008,6377,주당 현금배당금(원)(1)당기,150,150,150,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
996,코웨이,500,500,500,332942,350241,326084,286541,332278,322405,주당 현금배당금(원)의결권 있는 보통주(1)당기,1866,2400,3600,3200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
997,하이비젼시스템,500,500,500,8391,22379,20528,9396,23521,19464,주당 현금배당금(원)보통주(1)당기,-14,50,100,120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
998,이니텍,500,500,500,-7572,-6982,15576,-326,978,2734,주당 현금배당금(원)보통주(1)당기,20,20,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
999,유라테크,500,500,500,2314,4480,3501,8280,5561,2597,주당 현금배당금(원)보통주(1)당기,129,100,65,65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1000,백산,500,500,500,6248,14947,8718,19780,12197,12491,주당 현금배당금(원)보통주(1)당기,100,100,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1001,딜리,100,100,100,2092,2556,2541,2219,1932,2508,주당 현금배당금(원)보통주(1)당기,26,40,35,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1002,나스미디어,500,500,500,20619,18916,24560,18656,15458,20238,주당 현금배당금(원)보통주(1)당기,581,660,530,690,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1003,전파기지국,500,500,5000,2071,1005,4120,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,-474,50,50,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,대정화금,500,500,500,6068,10037,7329,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,335,300,300,270,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1005,엄지하우스,500,500,500,2033,2261,2756,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,21,70,100,120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1006,가비아,500,500,500,10699,7456,4826,4654,2763,2494,주당 현금배당금(원)보통주(1)당기,48,40,30,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1007,보락,200,200,200,NULL,NULL,NULL,649,1105,1239,주당 현금배당금(원)보통주(1)당기,2,5,5,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1008,알에프세미,500,500,500,-2754,219,-1375,-2418,488,-672,주당 현금배당금(원)보통주(1)당기,6,13,28,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1009,케이엘넷,500,500,500,3812,1689,2792,3707,2310,2798,주당 현금배당금(원)보통주(1)당기,84,60,30,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1010,제이엔케이히터,500,500,500,7922,-7274,-14395,5221,-7446,-13734,주당 현금배당금(원)보통주(1)당기,50,NULL,NULL,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1011,에스에너지,500,500,500,-7226,-12378,-2778,-572,880,-4136,주당 현금배당금(원)보통주(1)당기,50,50,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1012,경남스틸,100,100,500,NULL,NULL,NULL,4638,5376,4254,주당 현금배당금(원)보통주(1)당기,-219,90,70,350,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1013,엠아이텍,500,500,5000,3664,390,2051,3757,390,1995,주당 현금배당금(원)보통주(1)당기,50,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1014,TPC,500,500,500,-4064,4147,4092,-2457,3299,3393,주당 현금배당금(원)보통주(1)당기,6,15,25,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1015,성문전자,500,500,500,-1849,193,-2665,-2348,856,-3098,주당 현금배당금(원)우선주(1)당기,5,5,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1016,씨젠,500,500,500,26710,10711,3310,25801,4674,4440,주당 현금배당금(원)보통주(1)당기,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1017,우리기술투자,500,500,500,10646,9803,3323,10260,8963,NULL,주당 현금배당금(원)보통주(1)당기,-19,NULL,10,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1018,경인전자,5000,5000,5000,243,-681,-2979,488,175,-484,주당 현금배당금(원)보통주(1)당기,250,250,250,250,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1019,에이펙스인텍,500,500,5000,NULL,NULL,NULL,583,580,720,주당 현금배당금(원)보통주(1)당기,89,50,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1020,관악산업,500,500,500,4086,4735,4567,NULL,NULL,NULL,주당 현금배당금(원)(1)당기,60,60,60,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1021,셀트리온,1000,1000,1000,297969,253563,386157,286281,254361,383516,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1022,톱텍,500,500,500,211,19755,149564,3374,19634,142477,주당 현금배당금(원)보통주(1)당기,0,100,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1023,휴메딕스,500,500,500,12130,10760,13807,8769,7724,10081,주당 현금배당금(원)보통주(1)당기,416,500,600,600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1024,파인디지털,500,500,500,-123,1863,-4582,1848,278,-4756,주당 현금배당금(원)보통주(1)당기,50,50,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1025,현대약품,500,500,500,NULL,NULL,NULL,1158,929,1458,주당 현금배당금(원)보통주(1)당기,39,45,45,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1026,일성신약,5000,5000,5000,6719,2946,2629,6719,2946,2629,주당 현금배당금(원)보통주식(1)당기,750,750,750,750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1027,JW생명과학,2500,2500,5000,21938,15821,16783,22006,15190,15658,주당 현금배당금(원)(1)당기,-83,500,500,1000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1028,대창단조,5000,5000,5000,15614,12495,12710,11107,8684,10092,주당 현금배당금(원)보통주(1)당기,1183,1100,1000,1000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1029,서산,100,100,100,-1202,-771,3893,139,112,2312,주당 현금배당금(원)보통주(1)당기,-22,NULL,13,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1030,디엔에프,500,500,500,NULL,NULL,NULL,2231,14116,13232,주당 현금배당금(원)보통주(1)당기,-99,NULL,200,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1031,KC그린홀딩스,500,500,500,8170,12810,5132,1356,3038,7664,주당 현금배당금(원)보통주(1)당기,8,60,80,110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1032,메타바이오메드,500,500,500,3573,-1111,-3972,4905,758,-3897,주당 현금배당금(원)보통주(1)당기,10,10,10,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1033,한창산업,500,500,500,NULL,NULL,NULL,1173,1419,1204,주당 현금배당금(원)보통주(1)당기,113,110,120,110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1034,서원인텍,500,500,500,12670,4961,3144,7099,-4175,5776,주당 현금배당금(원)보통주(1)당기,300,300,300,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1035,코리안리,500,500,500,188710,102944,133008,191166,102704,132531,주당 현금배당금(원)보통주(1)당기,658,500,275,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1036,제룡전기,500,500,500,5583,2925,-553,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,50,50,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1037,우리산업홀딩스,500,500,500,3286,6572,9231,60,61,-1141,주당 현금배당금(원)보통주(1)당기,4,25,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1038,대유에이피,500,500,500,7976,8044,6502,6993,NULL,NULL,주당 현금배당금(원)보통주(1)당기,200,200,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1039,녹십자웰빙,500,500,500,5699,5678,4106,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,84,80,75,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1040,넥센타이어,500,500,500,118230,103558,124964,139190,140477,117313,주당 현금배당금(원)보통주(1)당기,109,105,100,100,주당 현금배당금(원)우선주(1)당기,114,110,105,105,NULL,NULL,NULL,NULL,NULL
1041,보광산업,500,500,500,NULL,NULL,NULL,6263,4565,9119,주당 현금배당금(원)보통주(1)당기,-25,50,50,115,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1042,에이티넘인베스트,500,500,500,6748,7019,8721,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,38,50,50,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1043,파워로직스,500,500,500,55424,23865,10551,36421,22568,-3453,주당 현금배당금(원)보통주(1)당기,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1044,한국화장품제조,500,500,500,-1488,3318,4430,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,100,100,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1045,국제약품,1000,1000,1000,-4761,2193,1092,-4987,1698,711,주당 현금배당금(원)보통주(1)당기,89,NULL,30,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1046,상상인,1000,1000,1000,120386,136605,100182,85572,26083,25139,주당 현금배당금(원)보통주(1)당기,200,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1047,효성 ITX,500,500,500,10830,7524,9523,12653,8147,8640,주당 현금배당금(원)보통주(1)당기,500,500,500,500,주당 현금배당금(원)우선주(1)당기,505,505,505,505,NULL,NULL,NULL,NULL,NULL
1048,위즈코프,500,500,500,25,65,1206,-1943,-1632,1834,주당 현금배당금(원)보통주(1)당기,20,NULL,20,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1049,삼화페인트공업,500,500,500,3776,759,1945,2592,2966,6770,주당 현금배당금(원)보통주(1)당기,66,125,125,175,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1050,TJ미디어,500,500,500,898,-1591,1673,703,-2795,1648,주당 현금배당금(원)보통주(1)당기,20,50,NULL,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1051,전방,5000,5000,5000,-40256,-23251,-13040,-41291,-22028,-12794,주당 현금배당금(원)보통주(1)당기,500,NULL,NULL,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1052,풍국주정,500,500,500,7789,10468,14165,5438,8524,13140,주당 현금배당금(원)결산 배당(1)당기,45,160,200,270,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1053,한농화성,500,500,500,NULL,NULL,NULL,9978,5872,8708,주당 현금배당금(원)(1)당기,151,150,120,140,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1054,한국정보인증,500,500,500,7140,7851,5511,7835,7841,4658,주당 현금배당금(원)보통주(1)당기,151,100,80,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1055,노루홀딩스,500,500,500,4575,-8184,42612,3506,5080,13032,주당 현금배당금(원)보통주(1)당기,358,400,450,450,주당 현금배당금(원)우선주(1)당기,363,405,455,455,NULL,NULL,NULL,NULL,NULL
1056,경방,500,500,500,43622,20189,25315,22224,29198,25679,주당 현금배당금(원)보통주(1)당기,60,125,125,180,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1057,한솔로지스틱스,500,500,500,5909,1454,2871,4389,-2487,2409,주당 현금배당금(원)보통주(1)당기,48,40,30,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1058,시스웍,100,100,100,1972,4816,5543,1706,4771,5368,주당 현금배당금(원)보통주(1)당기,59,40,30,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1059,디지털대성,500,500,500,14929,9853,8261,11134,1230,5097,주당 현금배당금(원)보통주(1)당기,383,300,200,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1060,유니포인트,5000,5000,5000,-623,1405,1367,-520,1343,1191,주당 현금배당금(원)보통주(1)당기,500,NULL,500,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1061,테스나,500,500,500,NULL,NULL,NULL,21415,16232,8992,주당 현금배당금(원)보통주(1)당기,248,200,170,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1062,엠에스씨,500,500,500,11753,10694,11233,11354,8677,9678,주당 현금배당금(원)보통주(1)당기,13,60,60,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1063,고려신용정보,500,500,500,6621,NULL,NULL,6907,4674,3583,주당 현금배당금(원)(1)당기,298,250,220,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1064,선창산업,1000,1000,1000,-39963,-9193,-9446,-38328,-2072,-18316,주당 현금배당금(원)보통주(1)당기,70,NULL,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1065,파트론,500,500,500,60971,9291,827,56749,8902,2487,주당 현금배당금(원)보통주(1)당기,504,350,200,175,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1066,문배철강,500,500,500,NULL,NULL,NULL,2372,4979,10131,주당 현금배당금(원)보통주(1)당기,50,50,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1067,네오티스,500,500,500,1353,3039,-7302,1372,3000,-7270,주당 현금배당금(원)보통주(1)당기,133,250,250,350,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1068,송원산업,500,500,500,34754,38084,35394,34721,7529,28117,주당 현금배당금(원)보통주(1)당기,165,150,160,140,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1069,진양폴리우레탄,500,500,500,7553,NULL,NULL,7706,958,536,주당 현금배당금(원)보통주(1)당기,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1070,유나이티드,500,500,500,NULL,NULL,NULL,30916,31672,27864,주당 현금배당금(원)보통주(1)당기,365,330,330,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1071,지니언스,500,500,500,3107,2645,3519,3214,3593,4288,주당 현금배당금(원)보통주(1)당기,100,NULL,NULL,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1072,제주은행,5000,5000,5000,27934,27446,25143,27934,27446,25143,주당 현금배당금(원)(1)당기,100,100,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1073,현대코퍼레이션홀딩스,5000,5000,5000,9709,3735,12027,10279,4461,12104,주당 현금배당금(원)보통주식(1)당기,500,500,500,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1074,엘앤씨바이오,500,500,500,8454,5094,NULL,6297,5344,3753,주당 현금배당금(원)보통주(1)당기,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1075,서연,500,500,500,-59975,-17783,-14623,-40965,1304,3,주당 현금배당금(원)(1)당기,-8,50,50,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1076,와이엠씨,500,500,500,-1409,15963,16516,-2497,14650,15669,주당 현금배당금(원)보통주(1)당기,-99,NULL,200,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1077,한국철강,1000,1000,1000,NULL,NULL,NULL,19084,12173,-43376,주당 현금배당금(원)보통주(1)당기,223,200,200,180,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1078,이노메트리,500,500,5000,4628,5248,1177,5199,5434,1328,주당 현금배당금(원)보통주(1)당기,799,400,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1079,대한과학,500,500,500,1950,2517,1346,451,1251,525,주당 현금배당금(원)보통주(1)당기,71,60,60,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1080,파인디앤씨,500,500,500,-3722,1636,-19782,-4340,416,-11819,주당 현금배당금(원)보통주(1)당기,25,25,25,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1081,KISCO홀딩스,1000,1000,1000,44500,25355,12870,12938,11894,11999,주당 현금배당금(원)보통주(1)당기,315,280,280,250,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1082,APS홀딩스,500,500,500,-4601,848,-14145,-628,-5184,-14135,주당 현금배당금(원)우선주(1)당기,320,NULL,320,320,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1083,아이즈비전,500,500,500,-259,10908,5610,-4134,10479,1559,주당 현금배당금(원)(1)당기,174,NULL,100,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1084,클리오,500,500,500,2942,996,7933,1658,-5950,9955,주당 현금배당금(원)보통주(1)당기,339,220,NULL,100,주당 현금배당금(원)우선주(1)당기,339,220,NULL,100,NULL,NULL,NULL,NULL,NULL
1085,보라티알,500,500,500,3328,4804,7627,3020,4553,7345,주당 현금배당금(원)보통주(1)당기,150,150,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1086,녹십자셀,500,500,500,11016,13937,NULL,10728,13667,718,주당 현금배당금(원)보통주(1)당기,158,100,100,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1087,YBM넷,500,500,500,1784,370,-2702,1784,403,-5736,주당 현금배당금(원)(1)당기,100,NULL,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1088,펌텍코리아,500,500,5000,20461,20776,16173,19511,20540,16131,주당 현금배당금(원)보통주(1)당기,330,330,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1089,진양홀딩스,500,500,500,15124,1086,10004,10615,31506,10375,주당 현금배당금(원)보통주(1)당기,198,170,150,140,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1090,바다로19호,5000,5000,5000,5449,7397,-4545,6685,7232,-1549,주당 현금배당금(원)보통주(1)당기,350,350,350,350,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1091,모두투어리츠,5000,5000,5000,NULL,NULL,NULL,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,246,168,82,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1092,에스제이그룹,500,500,500,13211,3531,318,12419,5121,688,주당 현금배당금(원)보통주(1)당기,483,400,300,300,주당 현금배당금(원)우선주(1)당기,300,NULL,300,300,NULL,NULL,NULL,NULL,NULL
1093,엔에스,500,500,500,4305,3222,995,3932,2591,421,주당 현금배당금(원)보통주(1)당기,-59,80,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1094,세이브존I&C,1000,1000,1000,22262,25423,28854,22339,25211,26942,주당 현금배당금(원)보통주(1)당기,13,30,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1095,푸른기술,500,500,500,598,1314,NULL,598,1314,852,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1096,미래에셋벤처투자,1000,1000,5000,13856,18576,6305,13325,20575,6057,주당 현금배당금(원)보통주(1)당기,185,185,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1097,넥스턴,500,500,500,NULL,NULL,NULL,5758,5549,6779,주당 현금배당금(원)보통주(1)당기,-16,100,100,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1098,제이스텍,500,500,500,1566,8056,74149,1540,8010,74209,주당 현금배당금(원)보통주(1)당기,-458,50,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1099,디지아이,500,500,500,NULL,NULL,NULL,-3366,-592,541,주당 현금배당금(원)보통주(1)당기,50,NULL,NULL,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1100,서전기전,500,500,500,NULL,NULL,NULL,1336,3368,2791,주당 현금배당금(원)보통주(1)당기,-9,30,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1101,티플랙스,500,500,500,2982,2106,2859,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,20,20,20,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1102,아시아나IDT,500,500,500,-8052,9618,19397,3815,13902,16204,주당 현금배당금(원)보통주(1)당기,500,500,500,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1103,오로라,500,500,500,3765,5953,13048,4749,4967,9569,주당 현금배당금(원)보통주(1)당기,288,200,150,110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1104,성도이엔지,500,500,500,-64342,15447,22112,-64418,4440,20145,주당 현금배당금(원)보통주(1)당기,-49,50,100,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1105,라온피플,500,500,500,8434,6250,4592,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,150,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1106,청광건설,500,500,500,NULL,NULL,NULL,1788,554,7853,주당 현금배당금(원)(1)당기,75,NULL,NULL,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1107,에이치엘사이언스,500,500,500,NULL,NULL,NULL,19742,10865,4940,주당 현금배당금(원)보통주(1)당기,599,400,300,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1108,대동스틸,500,500,500,313,47,6150,313,47,6150,주당 현금배당금(원)보통주(1)당기,-9,30,50,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1109,뉴프렉스,500,500,500,-9634,7243,3991,-5770,6853,2610,주당 현금배당금(원)보통주(1)당기,60,NULL,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1110,인바디,500,500,500,20406,19551,19331,21727,20032,17971,주당 현금배당금(원)보통주(1)당기,156,140,120,120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1111,흥구석유,100,100,100,NULL,NULL,NULL,8292,2369,2064,주당 현금배당금(원)보통주(1)당기,198,150,120,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1112,휴비츠,500,500,500,8334,7550,3461,6910,6130,2436,주당 현금배당금(원)보통주(1)당기,150,150,150,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1113,케이씨에스,500,500,500,2829,2674,1226,NULL,NULL,NULL,주당 현금배당금(원)(1)당기,364,220,200,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1114,서진시스템,500,500,500,48987,32339,6310,9581,10881,-2167,주당 현금배당금(원)보통주(1)당기,499,300,200,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1115,삼영전자공업,500,500,500,8554,15130,10579,8595,13234,12301,주당 현금배당금(원)(1)당기,250,250,250,250,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1116,비엠티,500,500,500,5385,6932,3061,5243,6874,2983,주당 현금배당금(원)보통주(1)당기,208,150,150,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1117,미원화학,1000,1000,1000,13507,7370,13579,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,1000,1000,1000,1000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1118,한네트,500,500,500,1132,1100,1394,NULL,NULL,NULL,주당 현금배당금(원)(1)당기,100,100,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1119,에스피지,500,500,500,6802,8026,-4126,-749,890,-9223,주당 현금배당금(원)보통주(1)당기,158,100,100,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1120,제이브이엠,500,500,500,5800,8159,11460,7157,8143,13284,주당 현금배당금(원)보통주(1)당기,499,400,350,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1121,이엠텍,500,500,500,387,23687,5278,-8489,31748,3920,주당 현금배당금(원)(1)당기,299,NULL,150,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1122,창해에탄올,500,500,500,21393,3717,4998,13347,13161,7346,주당 현금배당금(원)보통주(1)당기,600,600,600,600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1123,황금에스티,500,500,500,31640,17287,22654,9555,5432,11176,주당 현금배당금(원)보통주식(1)당기,83,100,50,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1124,한국미라클피플사,500,5000,5000,NULL,NULL,NULL,-2242,1746,2008,주당 현금배당금(원)보통주(1)당기,8182,NULL,NULL,8182,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1125,KC코트렐,500,500,500,1931,4165,6724,1156,2694,5060,주당 현금배당금(원)보통주(1)당기,-34,30,80,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1126,넥스트아이,100,100,100,-3035,-6984,-2701,-8985,-14184,-2569,주당 현금배당금(원)(1)당기,-200,NULL,6,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
