,fin_prdt_cd,kor_co_nm,fin_prdt_nm,join_member,max_limit,spcl_cnd,options
63,401005,대명상호저축은행,E-플러스 정기적금,누구나가입가능,,없음,"[['12', '단리', 1.7, 1.7, '자유적립식'], ['6', '단리', 1.3, 1.3, '자유적립식'], ['36', '단리', 2.1, 2.1, '정액적립식'], ['24', '단리', 1.9, 1.9, '정액적립식'], ['12', '단리', 1.8, 1.8, '정액적립식'], ['6', '단리', 1.3, 1.3, '정액적립식']]"
64,31-0004,한성저축은행,정기적금,제한없음,,없음,"[['36', '단리', 2.9, 2.9, '정액적립식'], ['24', '단리', 2.7, 2.7, '정액적립식'], ['12', '단리', 2.5, 2.5, '정액적립식'], ['6', '단리', 2, 2, '정액적립식']]"
65,31-0005,한성저축은행,e-정기적금,제한없음,,없음,"[['6', '단리', 2, 2, '정액적립식'], ['12', '단리', 2.5, 2.5, '정액적립식'], ['24', '단리', 2.7, 2.7, '정액적립식'], ['36', '단리', 2.9, 2.9, '정액적립식']]"
66,31-0006,한성저축은행,m-정기적금,제한없음,,없음,"[['6', '단리', 2, 2, '정액적립식'], ['12', '단리', 2.5, 2.5, '정액적립식'], ['24', '단리', 2.7, 2.7, '정액적립식'], ['36', '단리', 2.9, 2.9, '정액적립식']]"
67,02010,상상인플러스저축은행,정기적금,제한 없음,0,없음,"[['36', '단리', 2.3, 2.3, '정액적립식'], ['24', '단리', 2.3, 2.3, '정액적립식'], ['12', '단리', 2.2, 2.2, '정액적립식'], ['6', '단리', 2.1, 2.1, '정액적립식']]"
68,02011,상상인플러스저축은행,e-정기적금,제한 없음,0,없음,"[['6', '단리', 2.2, 2.2, '정액적립식'], ['12', '단리', 2.3, 2.3, '정액적립식'], ['24', '단리', 2.4, 2.4, '정액적립식'], ['36', '단리', 2.4, 2.4, '정액적립식']]"
69,02012,상상인플러스저축은행,비대면 정기적금,제한 없음,0,없음,"[['6', '단리', 2.2, 2.2, '정액적립식'], ['12', '단리', 2.3, 2.3, '정액적립식'], ['24', '단리', 2.4, 2.4, '정액적립식'], ['36', '단리', 2.4, 2.4, '정액적립식']]"
70,310016,아산저축은행,e-정기적금,제한없음,,없음,"[['12', '단리', 2.1, 2.1, '정액적립식'], ['24', '단리', 2.2, 2.2, '정액적립식'], ['36', '단리', 2.3, 2.3, '정액적립식']]"
71,310017,아산저축은행,SB톡톡-정기적금,제한없음,,없음,"[['12', '단리', 2.1, 2.1, '정액적립식'], ['24', '단리', 2.2, 2.2, '정액적립식'], ['36', '단리', 2.3, 2.3, '정액적립식']]"
72,38,센트럴저축은행,자유 적립예금,제한없음,,없음,"[['6', '복리', 1.7, 1.7, '자유적립식'], ['12', '복리', 1.8, 1.8, '자유적립식'], ['24', '복리', 1.8, 1.8, '자유적립식'], ['36', '복리', 1.8, 1.8, '자유적립식']]"
73,WR0001B,스마트저축은행,정기적금,제한없음,,없음,"[['6', '단리', 2.3, 2.3, '정액적립식'], ['12', '단리', 2.5, 2.5, '정액적립식'], ['24', '단리', 2.6, 2.6, '정액적립식'], ['36', '단리', 2.7, 2.7, '정액적립식']]"
74,WR0001K,스마트저축은행,e-정기적금,제한없음,,없음,"[['6', '단리', 2.3, 2.3, '정액적립식'], ['12', '단리', 2.5, 2.5, '정액적립식'], ['24', '단리', 2.6, 2.6, '정액적립식'], ['36', '단리', 2.7, 2.7, '정액적립식']]"
75,WR0001N,스마트저축은행,e-로운 정기적금,제한없음,,없음,"[['36', '단리', 2.7, 2.7, '정액적립식'], ['24', '단리', 2.6, 2.6, '정액적립식'], ['12', '단리', 2.5, 2.5, '정액적립식'], ['6', '단리', 2.3, 2.3, '정액적립식']]"
76,310030,한국투자저축은행,비대면 정기적금,제한없음,999999999,없음,"[['6', '단리', 1.7, 1.7, '정액적립식'], ['12', '단리', 2.1, 2.1, '정액적립식'], ['24', '단리', 2.1, 2.1, '정액적립식'], ['36', '단리', 2.1, 2.1, '정액적립식']]"
77,311098,한국투자저축은행,스마트뱅킹 정기적금,제한없음,999999999,없음,"[['6', '단리', 1.7, 1.7, '정액적립식'], ['12', '단리', 2.1, 2.1, '정액적립식'], ['24', '단리', 2.1, 2.1, '정액적립식'], ['36', '단리', 2.1, 2.1, '정액적립식']]"
78,311099,한국투자저축은행,스마트뱅킹 정기적금(자유적립식),제한없음,999999999,없음,"[['36', '단리', 2.1, 2.1, '자유적립식'], ['24', '단리', 2.1, 2.1, '자유적립식'], ['12', '단리', 2.1, 2.1, '자유적립식'], ['6', '단리', 1.7, 1.7, '자유적립식']]"
79,312001,드림저축은행,톡톡 정기적금(비대면),- 제한없음,,없음,"[['6', '단리', 1.6, 1.6, '정액적립식'], ['12', '단리', 2.4, 2.4, '정액적립식'], ['24', '단리', 2.5, 2.5, '정액적립식'], ['36', '단리', 2.6, 2.6, '정액적립식']]"
80,C614002,참저축은행,정기적금,제한없음,,"인터넷뱅킹, 스마트뱅킹, 비대면 신규가입시 0.1% 우대","[['36', '단리', 2.9, 3, '정액적립식'], ['24', '단리', 2.7, 2.8, '정액적립식'], ['12', '단리', 2.5, 2.6, '정액적립식'], ['6', '단리', 2, 2.1, '정액적립식']]"
81,C614004,참저축은행,비대면정기적금,제한없음,,없음,"[['6', '단리', 2.1, 2.1, '정액적립식'], ['12', '단리', 2.6, 2.6, '정액적립식'], ['24', '단리', 2.8, 2.8, '정액적립식'], ['36', '단리', 3, 3, '정액적립식']]"
82,JH0001C,조흥저축은행,정기적금,제한없음,,없음,"[['6', '단리', 2, 2, '정액적립식'], ['12', '단리', 2.1, 2.1, '정액적립식'], ['24', '단리', 2.1, 2.1, '정액적립식'], ['36', '단리', 2.1, 2.1, '정액적립식']]"
83,JT3320131,JT저축은행,정기적금,제한없음,,없음,"[['6', '단리', 2, 2, '정액적립식'], ['12', '단리', 2.2, 2.2, '정액적립식'], ['24', '단리', 2.3, 2.3, '정액적립식'], ['36', '단리', 2.3, 2.3, '정액적립식'], ['6', '단리', 2, 2, '자유적립식'], ['12', '단리', 2.2, 2.2, '자유적립식'], ['24', '단리', 2.3, 2.3, '자유적립식'], ['36', '단리', 2.3, 2.3, '자유적립식']]"
84,310015,삼호저축은행,정기적금(자유적립식-인터넷뱅킹),제한없음,,없음,"[['6', '단리', 1.6, 1.6, '자유적립식'], ['12', '단리', 1.7, 1.7, '자유적립식'], ['24', '단리', 1.7, 1.7, '자유적립식'], ['36', '단리', 1.7, 1.7, '자유적립식']]"
85,31001,엔에이치저축은행,정기적금,제한없음,,NH멤버스 가입고객일 경우 연 0.1% 우대금리 적용,"[['6', '단리', 2.3, 2.4, '정액적립식'], ['12', '단리', 2.4, 2.5, '정액적립식'], ['24', '단리', 2.5, 2.6, '정액적립식'], ['36', '단리', 2.5, 2.6, '정액적립식']]"
86,31501,엔에이치저축은행,비대면정기적금,제한없음,,없음,"[['36', '단리', 2.6, 2.6, '정액적립식'], ['24', '단리', 2.6, 2.6, '정액적립식'], ['12', '단리', 2.5, 2.5, '정액적립식'], ['6', '단리', 2.4, 2.4, '정액적립식']]"
87,JJ,대신저축은행,정기적금,모든고객,,없음,"[['12', '단리', 2, 2, '정액적립식'], ['24', '단리', 2, 2, '정액적립식'], ['36', '단리', 2, 2, '정액적립식'], ['12', '단리', 1.9, 1.9, '자유적립식'], ['24', '단리', 1.9, 1.9, '자유적립식'], ['36', '단리', 1.9, 1.9, '자유적립식']]"
88,JJ05,대신저축은행,스마트정기적금,스마트뱅크 가입고객,,없음,"[['12', '단리', 2.3, 2.3, '정액적립식'], ['24', '단리', 2.3, 2.3, '정액적립식'], ['36', '단리', 2.3, 2.3, '정액적립식']]"
89,310041,IBK저축은행,참기특한 정기적금(비대면),제한없음,10000,없음,"[['6', '단리', 2, 2, '정액적립식'], ['12', '단리', 2.3, 2.3, '정액적립식'], ['24', '단리', 2.5, 2.5, '정액적립식'], ['36', '단리', 2.6, 2.6, '정액적립식']]"
90,BNK1002,BNK저축은행,정기적금,제한없음,,- 인터넷가입시 0.1%우대,"[['6', '단리', 2, 2.1, '정액적립식'], ['12', '단리', 2.3, 2.4, '정액적립식'], ['24', '단리', 2.4, 2.5, '정액적립식'], ['36', '단리', 2.5, 2.6, '정액적립식']]"
91,JTCSB310010,JT친애저축은행,정기적금,제한없음,,0,"[['6', '단리', 2, 2, '정액적립식'], ['12', '단리', 2.6, 2.6, '정액적립식'], ['24', '단리', 2.7, 2.7, '정액적립식'], ['36', '단리', 2.7, 2.7, '정액적립식']]"
92,JTCSB310013,JT친애저축은행,JT쩜피플러스 정기적금,반려견을 키우는 고객,500000,"- 반려견을 키우는 고객대상으로 반려견과 함께 찍은 사진 제시 (스마트폰으로 확인 가능)
- 본인외 대리인 개설 불가","[['12', '단리', 3, 3, '정액적립식'], ['24', '단리', 3.1, 3.1, '정액적립식']]"
93,JTCSB310026,JT친애저축은행,비대면 정기적금,제한없음,,없음,"[['36', '단리', 2.8, 2.8, '정액적립식'], ['24', '단리', 2.8, 2.8, '정액적립식'], ['12', '단리', 2.7, 2.7, '정액적립식'], ['6', '단리', 2, 2, '정액적립식']]"
94,31010,신한저축은행,e-정기적금,제한없음,,없음,"[['36', '단리', 1.6, 1.6, '자유적립식'], ['24', '단리', 1.6, 1.6, '자유적립식'], ['12', '단리', 1.6, 1.6, '자유적립식'], ['36', '단리', 2.3, 2.3, '정액적립식'], ['24', '단리', 2.2, 2.2, '정액적립식'], ['12', '단리', 2.1, 2.1, '정액적립식']]"
95,31110,신한저축은행,smart-정기적금,제한없음,,없음,"[['36', '단리', 1.6, 1.6, '자유적립식'], ['24', '단리', 1.6, 1.6, '자유적립식'], ['12', '단리', 1.6, 1.6, '자유적립식'], ['36', '단리', 2.3, 2.3, '정액적립식'], ['24', '단리', 2.2, 2.2, '정액적립식'], ['12', '단리', 2.1, 2.1, '정액적립식']]"
96,1130311001,웰컴저축은행,일반정기적금,제한없음,,- 당행 입출금통장 자동이체 우대금리 → 계약기간(월수)의 2/3회 이상 당행 입출금통장 통한 자동이체 시 연 0.8%p,"[['6', '단리', 1.6, 2.4, '정액적립식'], ['12', '단리', 1.8, 2.6, '정액적립식'], ['24', '단리', 2, 2.8, '정액적립식'], ['36', '단리', 2.2, 3, '정액적립식']]"
97,1130312001,웰컴저축은행,e-정기적금,제한없음,,- 당행 입출금통장 자동이체 우대금리 → 계약기간(월수)의 2/3회 이상 당행 입출금통장 통한 자동이체 시 연 0.8%p,"[['6', '단리', 1.6, 2.4, '정액적립식'], ['12', '단리', 1.9, 2.7, '정액적립식'], ['24', '단리', 2.1, 2.9, '정액적립식'], ['36', '단리', 2.3, 3.1, '정액적립식']]"
98,1130312006,웰컴저축은행,WELCOME 체크플러스2 e정기적금,- 가입대상 : 개인고객,500000,"- 최고우대금리 : 2.2%
- 당행 체크카드 월평균 이용실적(10만원~30만원미만) : 1.4%
- 당행 체크카드 월평균 이용실적(30만원~50만원미만) : 1.8%
- 당행 체크카드 월평균 이용실적(50만원이상) : 2.2%
※ 단위는 연%p","[['12', '단리', 1.9, 4.1, '정액적립식'], ['24', '단리', 2.1, 4.3, '정액적립식']]"
99,1130312007,웰컴저축은행,WELCOME 첫거래우대 e정기적금,- 최초 개설한 예·적금(입출금이 자유로운 예금 포함) 가입일로부터 30일 內 가입,300000,"- 8회 이상 당행 입출금통장 통한 자동이체로 납입 시 연 1.0%p
- 적금 신규일부터 계약상 만기일 전일까지의 입출금통장 평잔 50만원 이상 시 연 0.0%p","[['12', '단리', 3.2, 4.2, '정액적립식']]"
100,1130313002,웰컴저축은행,m정기적금,제한없음,,- 계약기간(월수)의 2/3회 이상 당행 입출금통장을 통한 자동이체 시 연 0.80%,"[['6', '단리', 1.6, 2.4, '정액적립식'], ['12', '단리', 1.9, 2.7, '정액적립식'], ['24', '단리', 2.1, 2.9, '정액적립식'], ['36', '단리', 2.3, 3.1, '정액적립식']]"
101,1130313503,웰컴저축은행,WELCOME 체크플러스2 m정기적금,개인고객,500000,"- 최고우대금리 : 2.2%
- 당행 체크카드 월평균 이용실적(10만원~30만원미만) : 1.4%
- 당행 체크카드 월평균 이용실적(30만원~50만원미만) : 1.8%
- 당행 체크카드 월평균 이용실적(50만원이상) : 2.2% ※ 단위는 연%p","[['12', '단리', 1.9, 4.1, '정액적립식'], ['24', '단리', 2.1, 4.3, '정액적립식']]"
102,1130313504,웰컴저축은행,WELCOME 첫거래우대 m정기적금,- 최초 개설한 예·적금(입출금이 자유로운 예금 포함) 가입일로부터 30일 內 가입,300000,"- 8회 이상 당행 입출금통장 통한 자동이체로 납입 시 연 1.0%p
- 적금 신규일부터 계약상 만기일 전일까지의 입출금통장 평잔 50만원 이상 시 연 0.0%p","[['12', '단리', 3.2, 4.2, '정액적립식']]"
103,1130313561,웰컴저축은행,WELCOME 잔돈모아올림적금,제한없음,5000000,"- 만기올림 서비스 : 아래 항목을 모두 충족하는 경우 만기 해지 시 세후 원리금을 만원단위로 수령하실 수 있습니다. 
- 만기 시 총 불입금 1백만원 이상 
- 잔돈적립서비스를 계약기간(월수)의 2/3회 이상 이용. 단, 동일월에 수회 이용 시에도 1회로 인정 
- 중도해지시에는 제공되지 않습니다.","[['24', '단리', 3, 3, '자유적립식'], ['12', '단리', 2.8, 2.8, '자유적립식']]"
104,1130315004,웰컴저축은행,WELCOME 디딤돌적금,"사회적 배려 대상자 : 기초생활수급자,소년소녀가장,북한이탈주민,차상위계층 중 본인부담 경감 대상자, 근로장려금수급자, 한부모가족지원 보호대상자, 장애인연금, 장애수당, 장애아동수당 대상자",300000,우대조건 : 기본금리 1.8% + 우대금리 3.2% = 적용이율 5.0%,"[['12', '단리', 5, 5, '정액적립식']]"
105,1130315006,웰컴저축은행,WELCOME 체크플러스2 정기적금,- 가입대상 : 개인고객,500000,"- 최고우대금리 : 2.2%
- 당행 체크카드 월평균 이용실적(10만원~30만원미만) : 1.4%
- 당행 체크카드 월평균 이용실적(30만원~50만원미만) : 1.8%
- 당행 체크카드 월평균 이용실적(50만원이상) : 2.2%
※ 단위는 연%p","[['12', '단리', 1.8, 4, '정액적립식'], ['24', '단리', 2, 4.2, '정액적립식']]"
106,1130315008,웰컴저축은행,WELCOME 아이사랑 정기적금,"- 만 10세 이하 자녀를 둔 부, 모",100000,- 당행 입출금통장 자동이체 우대금리 → 계약기간(월수)의 2/3회 이상 당행 입출금통장 통한 자동이체 시 연 1.0%p,"[['12', '단리', 3, 4, '정액적립식'], ['24', '단리', 3, 4, '정액적립식'], ['36', '단리', 3, 4, '정액적립식']]"
107,1130315009,웰컴저축은행,웰뱅하자 정기적금,제한없음,200000,"- 최고우대금리 : 3.5%
- 웰컴 입출금통장에서 CMS/지로 자동납부 월 2건 이상 실적이 6개월 이상 있는 경우 : 2.0%
- 웰컴 입출금통장 평잔 실적이 50만원 이상인 경우 : 1.5% (※ 단위는 연%p)","[['12', '단리', 1.5, 5, '정액적립식']]"
